language,file_id,has_doctype,has_xml_declaration,has_svg_tag,has_php_tag,has_shebang,sb_bash,sb_python,has_docker_from,has_html_tag,md_header,has_vcalendar,has_email_headers,has_mime_boundary,kw_def,kw_class,kw_function,kw_import,kw_include,kw_package,kw_public,kw_private,kw_fn,kw_func,kw_let,kw_const,kw_var,kw_use,kw_echo,kw_select,kw_from,kw_end,kw_begin,kw_module,kw_return,kw_void,kw_namespace,kw_struct,keyword_count,keyword_density,cmt_slash,cmt_hash,cmt_block,cmt_sql,cmt_html,cmt_semi,cmt_pct,cmt_excl,line_comment_ratio,block_comment_ratio,r_brace,r_brace_c,r_semi,r_lt,r_gt,r_colon,r_eq,r_dollar,r_at,r_paren,r_bracket,r_comma,r_dquote,r_squote,r_pipe,hash_ratio,colon_ratio,equals_ratio,comma_ratio,quote_ratio,avg_len,max_len,blank_r,tab_r,space4_r,arrow_fat,arrow_thin,scope_op,tag_r,triple_q,backtick,special_r,digit_r,upper_r,dot_r,end_brace,end_colon,indent_level_avg,line_count,json_like_score,yaml_like_score,xml_like_score
python,python_15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.028985507246376812,0.028985507246376812,0.0,0.0,0.028985507246376812,0.0,0.0,0.0,0.0,0.0,0.014492753623188406,0.028985507246376812,0.028985507246376812,0.0,0.0,16.5,19,0.0,0.0,0.5,0,0,0,0.0,0,0,0.057971014492753624,0.057971014492753624,0.0,0.0,0,2,3.0,4,0.057971014492753624,0.0,0.0
python,python_16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.125,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.017241379310344827,0.0,0.034482758620689655,18.666666666666668,28,0.0,0.0,0.0,0,0,0,0.0,0,0,0.06896551724137931,0.0,0.0,0.05172413793103448,0,0,0.0,3,0.0,0.0,0.0
python,python_17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031746031746031744,0.0,0.0,0.0,0.015873015873015872,0.0,0.031746031746031744,0.0,0.0,0.0,0.0,0.031746031746031744,0.0,0.031746031746031744,0.0,20.333333333333332,24,0.0,0.0,0.6666666666666666,0,0,0,0.0,0,0,0.031746031746031744,0.0,0.015873015873015872,0.0,0,2,4.0,3,0.12698412698412698,0.0,0.0
python,python_21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0410958904109589,0.0273972602739726,0.0,0.0,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.0410958904109589,0.0273972602739726,0.0,0.0,17.5,19,0.0,0.0,0.5,0,0,0,0.0,0,0,0.0547945205479452,0.0547945205479452,0.0547945205479452,0.0,0,2,3.0,4,0.0821917808219178,0.0,0.0
python,python_26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06666666666666667,0,1,0,0,0,0,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.024390243902439025,0.012195121951219513,0.024390243902439025,0.0,0.0,0.0,0.012195121951219513,0.0,0.024390243902439025,0.024390243902439025,0.0,19.75,26,0.0,0.0,0.0,0,0,0,0.0,0,0,0.07317073170731707,0.036585365853658534,0.0,0.024390243902439025,0,0,0.0,4,0.0975609756097561,0.0,0.0
python,python_35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.027777777777777776,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.013888888888888888,0.027777777777777776,0.027777777777777776,0.0,0.0,17.25,19,0.0,0.0,0.5,0,0,0,0.0,0,0,0.05555555555555555,0.05555555555555555,0.0,0.0,0,2,3.0,4,0.05555555555555555,0.0,0.0
python,python_37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08333333333333333,0,1,0,0,0,0,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.013157894736842105,0.013157894736842105,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.02631578947368421,0.0,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.0,0.02631578947368421,18.25,28,0.0,0.0,0.0,0,0,0,0.0,0,0,0.05263157894736842,0.0,0.05263157894736842,0.039473684210526314,0,0,0.0,4,0.02631578947368421,0.0,0.0
python,python_55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06666666666666667,0,1,0,0,0,0,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023529411764705882,0.0,0.0,0.023529411764705882,0.011764705882352941,0.023529411764705882,0.0,0.0,0.0,0.011764705882352941,0.0,0.023529411764705882,0.023529411764705882,0.0,20.5,26,0.0,0.0,0.0,0,0,0,0.0,0,0,0.07058823529411765,0.03529411764705882,0.0,0.023529411764705882,0,0,0.0,4,0.09411764705882353,0.0,0.0
python,python_71,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0.21428571428571427,0,1,0,0,0,0,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.012345679012345678,0.0,0.024691358024691357,0.0,0.0,0.0,0.012345679012345678,0.037037037037037035,0.0,0.024691358024691357,0.0,19.5,24,0.0,0.0,0.5,0,0,0,0.0,0,0,0.024691358024691357,0.0,0.06172839506172839,0.0,0,2,3.0,4,0.12345679012345678,0.0,0.0
python,python_73,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.2,0,1,0,0,0,0,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.0,0.0,0.0,0.0273972602739726,0.0,0.0136986301369863,0.0,0.0273972602739726,0.0,0.0136986301369863,0.0273972602739726,0.0,0.0136986301369863,0.0273972602739726,17.5,26,0.0,0.0,0.5,0,0,0,0.0,0,0,0.0547945205479452,0.0,0.0958904109589041,0.0,0,1,2.0,4,0.0821917808219178,0.0,0.0
java,java_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.0,0.0,0.0,0.013157894736842105,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013157894736842105,0.0,0.0,14.4,24,0.0,0.0,0.4,0,0,0,0.0,0,0,0.14473684210526316,0.039473684210526314,0.039473684210526314,0.013157894736842105,5,0,1.6,5,0.10526315789473684,0.0,0.0
java,java_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0.2857142857142857,0,0,0,0,0,0,0,0,0.0,0.0,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.333333333333334,26,0.0,0.0,0.3333333333333333,0,0,0,0.0,0,0,0.10416666666666667,0.0,0.020833333333333332,0.0,3,0,1.3333333333333333,3,0.08333333333333333,0.0,0.0
java,java_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0.2,1,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.017857142857142856,0.017857142857142856,0.008928571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.008928571428571428,0.0,0.008928571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.008928571428571428,0.0,17.833333333333332,34,0.0,0.0,0.5,0,0,0,0.0,0,0,0.08035714285714286,0.0,0.008928571428571428,0.0,5,0,2.6666666666666665,6,0.08928571428571429,0.0,0.0
java,java_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.0,0.0,0.0,0.010638297872340425,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010638297872340425,0.0,0.0,14.833333333333334,24,0.0,0.0,0.3333333333333333,0,0,0,0.0,0,0,0.13829787234042554,0.031914893617021274,0.07446808510638298,0.010638297872340425,5,0,1.3333333333333333,6,0.0851063829787234,0.0,0.0
java,java_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0.25,1,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.014598540145985401,0.014598540145985401,0.0072992700729927005,0.0,0.0,0.0,0.0,0.0,0.0,0.014598540145985401,0.0072992700729927005,0.0,0.014598540145985401,0.0,0.0,0.0,0.0,0.0,0.0,0.014598540145985401,22.0,44,0.0,0.0,0.5,0,0,0,0.0,0,0,0.0948905109489051,0.0,0.0364963503649635,0.014598540145985401,5,0,2.6666666666666665,6,0.11678832116788321,0.0,0.0
java,java_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.03278688524590164,0.03278688524590164,0.03278688524590164,0.0,0.01639344262295082,0.0,0.0,0.03278688524590164,0.0,0.0,0.03278688524590164,0.0,0.0,0.0,0.0,0.01639344262295082,0.0,0.03278688524590164,30.0,43,0.0,0.0,0.0,0,0,0,0.5,0,0,0.16393442622950818,0.0,0.08196721311475409,0.01639344262295082,2,0,0.0,2,0.06557377049180328,0.0,0.25
java,java_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,15.5,24,0.0,0.0,0.3333333333333333,0,0,0,0.0,0,0,0.1326530612244898,0.030612244897959183,0.030612244897959183,0.01020408163265306,5,0,1.3333333333333333,6,0.08163265306122448,0.0,0.0
java,java_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0.3076923076923077,0,0,0,0,0,0,0,0,0.0,0.0,0.017391304347826087,0.017391304347826087,0.008695652173913044,0.0,0.0,0.0,0.0,0.0,0.0,0.017391304347826087,0.008695652173913044,0.0,0.017391304347826087,0.0,0.0,0.0,0.0,0.0,0.0,0.017391304347826087,22.2,44,0.0,0.0,0.6,0,0,0,0.0,0,0,0.09565217391304348,0.0,0.043478260869565216,0.017391304347826087,5,0,3.2,5,0.1391304347826087,0.0,0.0
java,java_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0.2,1,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.018518518518518517,0.018518518518518517,0.009259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.009259259259259259,0.0,0.009259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.009259259259259259,0.0,17.166666666666668,34,0.0,0.0,0.5,0,0,0,0.0,0,0,0.08333333333333333,0.0,0.046296296296296294,0.0,5,0,2.6666666666666665,6,0.09259259259259259,0.0,0.0
java,java_11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0.23529411764705882,0,0,0,0,0,0,0,0,0.0,0.0,0.022222222222222223,0.022222222222222223,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,17.2,34,0.0,0.0,0.6,0,0,0,0.0,0,0,0.07777777777777778,0.0,0.011111111111111112,0.0,5,0,3.2,5,0.1111111111111111,0.0,0.0
java,java_15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.3333333333333333,0.0,0.0,0.0,0.02531645569620253,0.02531645569620253,0.02531645569620253,0.0,0.012658227848101266,0.0,0.0,0.02531645569620253,0.0,0.0,0.02531645569620253,0.0,0.0,0.0,0.0,0.012658227848101266,0.0,0.02531645569620253,25.666666666666668,43,0.0,0.0,0.0,0,0,0,0.3333333333333333,0,0,0.1518987341772152,0.0,0.11392405063291139,0.012658227848101266,2,0,0.0,3,0.05063291139240506,0.0,0.16666666666666666
java,java_28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0.25,1,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.015037593984962405,0.015037593984962405,0.007518796992481203,0.0,0.0,0.0,0.0,0.0,0.0,0.015037593984962405,0.007518796992481203,0.0,0.015037593984962405,0.0,0.0,0.0,0.0,0.0,0.0,0.015037593984962405,21.333333333333332,44,0.0,0.0,0.5,0,0,0,0.0,0,0,0.09774436090225563,0.0,0.06766917293233082,0.015037593984962405,5,0,2.6666666666666665,6,0.12030075187969924,0.0,0.0
java,java_35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0.2,1,0,0,0,0,0,0,0,0.25,0.0,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.75,26,0.0,0.0,0.25,0,0,0,0.0,0,0,0.10606060606060606,0.0,0.07575757575757576,0.0,3,0,1.0,4,0.06060606060606061,0.0,0.0
java,java_41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0.2,1,0,0,0,0,0,0,0,0.25,0.0,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.014285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.75,26,0.0,0.0,0.25,0,0,0,0.0,0,0,0.1,0.0,0.014285714285714285,0.0,3,0,1.0,4,0.05714285714285714,0.0,0.0
java,java_53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.3333333333333333,0.0,0.0,0.0,0.024096385542168676,0.024096385542168676,0.024096385542168676,0.0,0.012048192771084338,0.0,0.0,0.024096385542168676,0.0,0.0,0.024096385542168676,0.0,0.0,0.0,0.0,0.012048192771084338,0.0,0.024096385542168676,27.0,43,0.0,0.0,0.0,0,0,0,0.3333333333333333,0,0,0.14457831325301204,0.0,0.060240963855421686,0.012048192771084338,2,0,0.0,3,0.04819277108433735,0.0,0.16666666666666666
javascript,javascript_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0.25,0,0,0,0,0,0,0,0,0.0,0.0,0.009523809523809525,0.009523809523809525,0.01904761904761905,0.0,0.0,0.0,0.009523809523809525,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.01904761904761905,0.0,0.0,0.0,0.009523809523809525,0.0,0.01904761904761905,25.5,46,0.0,0.0,0.5,0,0,0,0.0,0,0,0.11428571428571428,0.0,0.009523809523809525,0.009523809523809525,4,0,2.0,4,0.0380952380952381,0.0,0.0
javascript,javascript_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.16666666666666666,0,0,0,0,0,0,0,0,0.0,0.0,0.03125,0.03125,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.0,12.0,21,0.0,0.0,0.6,0,0,0,0.0,0,0,0.109375,0.0,0.015625,0.0,5,0,3.2,5,0.15625,0.0,0.0
javascript,javascript_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.11764705882352941,1,0,0,0,0,0,0,0,0.3333333333333333,0.0,0.025974025974025976,0.025974025974025976,0.025974025974025976,0.0,0.0,0.025974025974025976,0.025974025974025976,0.0,0.0,0.0,0.0,0.025974025974025976,0.0,0.025974025974025976,0.0,0.0,0.025974025974025976,0.025974025974025976,0.025974025974025976,0.025974025974025976,25.0,38,0.0,0.0,0.0,0,0,0,0.0,0,0,0.1038961038961039,0.025974025974025976,0.012987012987012988,0.0,2,0,0.0,3,0.2,0.0,0.0
javascript,javascript_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.14285714285714285,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.03389830508474576,0.0,0.01694915254237288,0.0,0.05084745762711865,0.0,0.0,0.01694915254237288,0.01694915254237288,0.03389830508474576,0.0,0.0,0.0,0.0,0.0,0.05084745762711865,0.03389830508474576,0.0,29.0,36,0.0,0.0,0.0,1,0,0,0.0,0,0,0.11864406779661017,0.06779661016949153,0.0,0.01694915254237288,2,0,0.0,2,0.13559322033898305,0.0,0.0
javascript,javascript_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.14285714285714285,0,0,0,0,0,0,0,0,0.0,0.0,0.031746031746031744,0.031746031746031744,0.031746031746031744,0.0,0.0,0.031746031746031744,0.031746031746031744,0.0,0.0,0.0,0.0,0.031746031746031744,0.0,0.031746031746031744,0.0,0.0,0.031746031746031744,0.031746031746031744,0.031746031746031744,0.031746031746031744,31.0,38,0.0,0.0,0.0,0,0,0,0.0,0,0,0.09523809523809523,0.031746031746031744,0.015873015873015872,0.0,2,0,0.0,2,0.2,0.0,0.0
