language,file_id,has_doctype,has_xml_declaration,has_svg_tag,has_vcalendar,has_email_headers,has_mime_boundary,html_tag_ratio,avg_line_length,special_char_ratio,bracket_ratio,semicolon_ratio,comment_ratio,line_comment_ratio,block_comment_ratio,has_shebang,has_import,has_class_keyword,has_function_keyword,keyword_count,keyword_density,hash_ratio,colon_ratio,equals_ratio,comma_ratio,quote_ratio,json_like_score,yaml_like_score,xml_like_score,indent_level_avg,line_count,max_line_length,digit_ratio,uppercase_ratio
python,python_10,0,0,0,0,0,0,0.0,17.25,0.0,0.05555555555555555,0.0,0.25,0.25,0.0,0,1,0,0,1,0.07692307692307693,0.013888888888888888,0.0,0.013888888888888888,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,4,28,0.0,0.0
python,python_11,0,0,0,0,0,0,0.0,20.333333333333332,0.0,0.031746031746031744,0.0,0.0,0.0,0.0,0,0,1,1,3,0.3,0.0,0.031746031746031744,0.0,0.031746031746031744,0.0,0.031746031746031744,0.0,0.0,4.0,3,24,0.0,0.015873015873015872
python,python_13,0,0,0,0,0,0,0.0,22.0,0.0,0.08823529411764706,0.0,0.0,0.0,0.0,0,1,0,0,1,0.09090909090909091,0.0,0.0,0.029411764705882353,0.029411764705882353,0.0,0.029411764705882353,0.0,0.0,0.0,3,26,0.04411764705882353,0.0
python,python_14,0,0,0,0,0,0,0.0,17.2,0.0,0.044444444444444446,0.0,0.4,0.4,0.0,0,0,0,0,1,0.07692307692307693,0.022222222222222223,0.03333333333333333,0.022222222222222223,0.0,0.0,0.03333333333333333,0.011111111111111112,0.0,2.4,5,19,0.044444444444444446,0.044444444444444446
python,python_15,0,0,0,0,0,0,0.0,19.6,0.0,0.0392156862745098,0.2,0.2,0.2,0.0,0,1,0,0,2,0.1111111111111111,0.00980392156862745,0.00980392156862745,0.0196078431372549,0.0,0.0196078431372549,0.00980392156862745,0.00980392156862745,0.0,0.0,5,28,0.0,0.0392156862745098
python,python_16,0,0,0,0,0,0,0.0,17.6,0.0,0.043478260869565216,0.0,0.4,0.4,0.0,0,1,0,0,1,0.06666666666666667,0.021739130434782608,0.0,0.010869565217391304,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,5,28,0.0,0.0
python,python_18,0,0,0,0,0,0,0.0,17.75,0.0,0.05405405405405406,0.25,0.0,0.0,0.0,0,1,0,0,2,0.15384615384615385,0.0,0.0,0.02702702702702703,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,4,28,0.02702702702702703,0.0
python,python_19,0,0,0,0,0,0,0.0,17.8,0.0,0.021505376344086023,0.2,0.2,0.2,0.0,0,0,1,1,4,0.2857142857142857,0.010752688172043012,0.021505376344086023,0.010752688172043012,0.021505376344086023,0.0,0.021505376344086023,0.0,0.0,2.4,5,24,0.021505376344086023,0.010752688172043012
python,python_21,0,0,0,0,0,0,0.0,20.25,0.0,0.047619047619047616,0.25,0.0,0.0,0.0,0,1,0,0,2,0.13333333333333333,0.0,0.0,0.023809523809523808,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,4,28,0.0,0.0
python,python_22,0,0,0,0,0,0,0.0,25.0,0.007751937984496124,0.06201550387596899,0.2,0.2,0.2,0.0,0,1,0,0,2,0.09523809523809523,0.007751937984496124,0.0,0.023255813953488372,0.015503875968992248,0.015503875968992248,0.0,0.0,0.0,0.0,5,53,0.007751937984496124,0.0
python,python_23,0,0,0,0,0,0,0.0,19.2,0.0,0.06,0.0,0.4,0.4,0.0,0,1,0,0,1,0.0625,0.02,0.01,0.02,0.02,0.0,0.03,0.01,0.0,0.0,5,26,0.03,0.04
python,python_24,0,0,0,0,0,0,0.0,18.75,0.0,0.05128205128205128,0.25,0.0,0.0,0.0,0,1,0,0,2,0.14285714285714285,0.0,0.0,0.02564102564102564,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,4,28,0.0,0.0
python,python_25,0,0,0,0,0,0,0.0,19.0,0.0,0.020202020202020204,0.0,0.4,0.4,0.0,0,0,1,1,3,0.1875,0.020202020202020204,0.04040404040404041,0.0,0.020202020202020204,0.0,0.04040404040404041,0.020202020202020204,0.0,2.4,5,24,0.0,0.09090909090909091
python,python_26,0,0,0,0,0,0,0.0,19.5,0.0,0.024691358024691357,0.0,0.25,0.25,0.0,0,0,1,1,3,0.23076923076923078,0.012345679012345678,0.037037037037037035,0.0,0.024691358024691357,0.0,0.037037037037037035,0.012345679012345678,0.0,3.0,4,24,0.0,0.06172839506172839
python,python_27,0,0,0,0,0,0,0.0,16.4,0.0,0.06976744186046512,0.0,0.2,0.2,0.0,0,0,0,1,2,0.18181818181818182,0.011627906976744186,0.011627906976744186,0.0,0.011627906976744186,0.046511627906976744,0.011627906976744186,0.0,0.0,1.6,5,26,0.0,0.03488372093023256
python,python_28,0,0,0,0,0,0,0.0,17.0,0.0,0.0449438202247191,0.2,0.2,0.2,0.0,0,0,0,1,3,0.25,0.011235955056179775,0.02247191011235955,0.011235955056179775,0.011235955056179775,0.02247191011235955,0.02247191011235955,0.011235955056179775,0.0,1.6,5,26,0.02247191011235955,0.07865168539325842
python,python_29,0,0,0,0,0,0,0.0,16.4,0.0,0.046511627906976744,0.0,0.4,0.4,0.0,0,0,0,1,2,0.18181818181818182,0.023255813953488372,0.011627906976744186,0.0,0.011627906976744186,0.023255813953488372,0.011627906976744186,0.0,0.0,1.6,5,26,0.0,0.03488372093023256
python,python_30,0,0,0,0,0,0,0.0,20.5,0.0,0.07058823529411765,0.0,0.25,0.25,0.0,0,1,0,0,1,0.07692307692307693,0.011764705882352941,0.0,0.023529411764705882,0.023529411764705882,0.0,0.023529411764705882,0.0,0.0,0.0,4,26,0.03529411764705882,0.0
python,python_31,0,0,0,0,0,0,0.0,18.2,0.0,0.021052631578947368,0.0,0.4,0.4,0.0,0,0,1,1,3,0.2,0.021052631578947368,0.031578947368421054,0.0,0.021052631578947368,0.0,0.031578947368421054,0.010526315789473684,0.0,2.4,5,24,0.0,0.05263157894736842
python,python_33,0,0,0,0,0,0,0.0,17.333333333333332,0.0,0.03669724770642202,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,0,1,0,0,2,0.1111111111111111,0.01834862385321101,0.0,0.01834862385321101,0.0,0.03669724770642202,0.0,0.0,0.0,0.0,6,28,0.0,0.0
python,python_35,0,0,0,0,0,0,0.0,19.75,0.0,0.07317073170731707,0.0,0.25,0.25,0.0,0,1,0,0,1,0.07692307692307693,0.012195121951219513,0.0,0.024390243902439025,0.024390243902439025,0.0,0.024390243902439025,0.0,0.0,0.0,4,26,0.036585365853658534,0.0
python,python_36,0,0,0,0,0,0,0.0,19.166666666666668,0.0,0.05,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,0,1,0,0,2,0.10526315789473684,0.016666666666666666,0.008333333333333333,0.025,0.016666666666666666,0.016666666666666666,0.025,0.008333333333333333,0.0,0.0,6,26,0.025,0.03333333333333333
python,python_39,0,0,0,0,0,0,0.0,18.8,0.0,0.04081632653061224,0.2,0.2,0.2,0.0,0,0,0,1,3,0.23076923076923078,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.02040816326530612,0.01020408163265306,0.0,0.0,1.6,5,26,0.0,0.030612244897959183
python,python_40,0,0,0,0,0,0,0.0,16.5,0.0,0.057692307692307696,0.0,0.3333333333333333,0.3333333333333333,0.0,0,0,0,0,1,0.06666666666666667,0.019230769230769232,0.028846153846153848,0.019230769230769232,0.0,0.019230769230769232,0.028846153846153848,0.009615384615384616,0.0,2.0,6,19,0.038461538461538464,0.038461538461538464
python,python_41,0,0,0,0,0,0,0.0,17.2,0.0,0.044444444444444446,0.0,0.4,0.4,0.0,0,1,0,0,1,0.0625,0.022222222222222223,0.011111111111111112,0.011111111111111112,0.0,0.022222222222222223,0.011111111111111112,0.011111111111111112,0.0,0.0,5,28,0.0,0.044444444444444446
python,python_42,0,0,0,0,0,0,0.0,19.0,0.0,0.06060606060606061,0.0,0.4,0.4,0.0,0,1,0,0,1,0.06666666666666667,0.020202020202020204,0.0,0.020202020202020204,0.020202020202020204,0.0,0.020202020202020204,0.0,0.0,0.0,5,26,0.030303030303030304,0.0
python,python_43,0,0,0,0,0,0,0.0,17.2,0.0,0.044444444444444446,0.0,0.4,0.4,0.0,0,0,0,1,2,0.16666666666666666,0.022222222222222223,0.022222222222222223,0.0,0.011111111111111112,0.022222222222222223,0.022222222222222223,0.011111111111111112,0.0,1.6,5,26,0.0,0.07777777777777778
python,python_46,0,0,0,0,0,0,0.0,19.0,0.0,0.03361344537815126,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,0,1,0,0,2,0.1,0.01680672268907563,0.008403361344537815,0.01680672268907563,0.0,0.01680672268907563,0.008403361344537815,0.008403361344537815,0.0,0.0,6,28,0.0,0.03361344537815126
python,python_47,0,0,0,0,0,0,0.0,18.8,0.0,0.02040816326530612,0.0,0.4,0.4,0.0,0,0,1,1,3,0.2,0.02040816326530612,0.030612244897959183,0.0,0.02040816326530612,0.0,0.030612244897959183,0.01020408163265306,0.0,2.4,5,24,0.0,0.05102040816326531
python,python_48,0,0,0,0,0,0,0.0,18.2,0.0,0.042105263157894736,0.2,0.2,0.2,0.0,0,1,0,0,2,0.125,0.010526315789473684,0.0,0.021052631578947368,0.0,0.042105263157894736,0.0,0.0,0.0,0.0,5,28,0.0,0.0
python,python_49,0,0,0,0,0,0,0.0,17.2,0.0,0.044444444444444446,0.0,0.4,0.4,0.0,0,0,0,1,2,0.16666666666666666,0.022222222222222223,0.022222222222222223,0.0,0.011111111111111112,0.022222222222222223,0.022222222222222223,0.011111111111111112,0.0,1.6,5,26,0.0,0.07777777777777778
python,python_51,0,0,0,0,0,0,0.0,17.0,0.0,0.0449438202247191,0.0,0.4,0.4,0.0,0,1,0,0,1,0.06666666666666667,0.02247191011235955,0.0,0.011235955056179775,0.0,0.02247191011235955,0.0,0.0,0.0,0.0,5,28,0.0,0.0
python,python_52,0,0,0,0,0,0,0.0,18.6,0.0,0.020618556701030927,0.0,0.4,0.4,0.0,0,0,1,1,3,0.21428571428571427,0.020618556701030927,0.020618556701030927,0.0,0.020618556701030927,0.0,0.020618556701030927,0.0,0.0,2.4,5,24,0.0,0.010309278350515464
python,python_56,0,0,0,0,0,0,0.0,18.6,0.0,0.020618556701030927,0.2,0.2,0.2,0.0,0,0,1,1,4,0.26666666666666666,0.010309278350515464,0.030927835051546393,0.010309278350515464,0.020618556701030927,0.0,0.030927835051546393,0.010309278350515464,0.0,2.4,5,24,0.020618556701030927,0.05154639175257732
python,python_58,0,0,0,0,0,0,0.0,27.0,0.007194244604316547,0.07194244604316546,0.2,0.2,0.2,0.0,0,1,0,0,2,0.09523809523809523,0.007194244604316547,0.0,0.02877697841726619,0.02877697841726619,0.0,0.014388489208633094,0.0,0.0,0.0,5,53,0.02877697841726619,0.0
python,python_59,0,0,0,0,0,0,0.0,18.5,0.0,0.05194805194805195,0.0,0.0,0.0,0.0,0,0,1,1,3,0.25,0.0,0.025974025974025976,0.0,0.025974025974025976,0.025974025974025976,0.025974025974025976,0.0,0.0,3.0,4,24,0.0,0.012987012987012988
python,python_60,0,0,0,0,0,0,0.0,16.5,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0,0,0,1,2,0.2222222222222222,0.0,0.014492753623188406,0.0,0.014492753623188406,0.057971014492753624,0.014492753623188406,0.0,0.0,2.0,4,26,0.0,0.043478260869565216
python,python_61,0,0,0,0,0,0,0.0,23.8,0.008130081300813009,0.06504065040650407,0.2,0.2,0.2,0.0,0,0,0,1,3,0.17647058823529413,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.024390243902439025,0.016260162601626018,0.008130081300813009,0.0,0.0,1.6,5,53,0.008130081300813009,0.024390243902439025
python,python_62,0,0,0,0,0,0,0.0,17.0,0.0,0.056338028169014086,0.25,0.0,0.0,0.0,0,0,0,0,2,0.2,0.0,0.028169014084507043,0.04225352112676056,0.0,0.0,0.028169014084507043,0.0,0.0,3.0,4,19,0.08450704225352113,0.0
python,python_63,0,0,0,0,0,0,0.0,18.666666666666668,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0,1,0,0,1,0.09090909090909091,0.0,0.0,0.017241379310344827,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,3,28,0.0,0.0
python,python_67,0,0,0,0,0,0,0.0,16.4,0.0,0.046511627906976744,0.0,0.4,0.4,0.0,0,1,0,0,1,0.06666666666666667,0.023255813953488372,0.0,0.011627906976744186,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,5,28,0.0,0.0
python,python_68,0,0,0,0,0,0,0.0,17.666666666666668,0.0,0.07272727272727272,0.0,0.0,0.0,0.0,0,0,0,0,1,0.125,0.0,0.03636363636363636,0.03636363636363636,0.0,0.0,0.03636363636363636,0.0,0.0,4.0,3,19,0.07272727272727272,0.0
python,python_71,0,0,0,0,0,0,0.0,17.5,0.0,0.01818181818181818,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,0,0,1,1,4,0.25,0.01818181818181818,0.01818181818181818,0.00909090909090909,0.01818181818181818,0.0,0.01818181818181818,0.0,0.0,2.0,6,24,0.01818181818181818,0.00909090909090909
python,python_72,0,0,0,0,0,0,0.0,17.5,0.0,0.0547945205479452,0.0,0.25,0.25,0.0,0,0,0,0,1,0.09090909090909091,0.0136986301369863,0.0410958904109589,0.0273972602739726,0.0,0.0,0.0410958904109589,0.0136986301369863,0.0,3.0,4,19,0.0547945205479452,0.0547945205479452
python,python_73,0,0,0,0,0,0,0.0,17.0,0.0,0.0449438202247191,0.0,0.4,0.4,0.0,0,0,0,0,1,0.08333333333333333,0.02247191011235955,0.02247191011235955,0.02247191011235955,0.0,0.0,0.02247191011235955,0.0,0.0,2.4,5,19,0.0449438202247191,0.0
python,python_74,0,0,0,0,0,0,0.0,19.8,0.0,0.05825242718446602,0.0,0.4,0.4,0.0,0,1,0,0,1,0.0625,0.019417475728155338,0.009708737864077669,0.019417475728155338,0.019417475728155338,0.0,0.02912621359223301,0.009708737864077669,0.0,0.0,5,26,0.02912621359223301,0.038834951456310676
python,python_75,0,0,0,0,0,0,0.0,16.5,0.0,0.057971014492753624,0.0,0.25,0.25,0.0,0,0,0,0,1,0.1,0.014492753623188406,0.028985507246376812,0.028985507246376812,0.0,0.0,0.028985507246376812,0.0,0.0,3.0,4,19,0.057971014492753624,0.0
python,python_78,0,0,0,0,0,0,0.0,17.4,0.0,0.04395604395604396,0.2,0.2,0.2,0.0,0,1,0,0,2,0.13333333333333333,0.01098901098901099,0.0,0.02197802197802198,0.0,0.02197802197802198,0.0,0.0,0.0,0.0,5,28,0.02197802197802198,0.0
python,python_79,0,0,0,0,0,0,0.0,20.0,0.0,0.016,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,0,0,1,1,4,0.2,0.016,0.032,0.008,0.016,0.0,0.032,0.016,0.0,2.0,6,25,0.0,0.072
python,python_80,0,0,0,0,0,0,0.0,19.6,0.0,0.058823529411764705,0.2,0.2,0.2,0.0,0,1,0,0,2,0.125,0.00980392156862745,0.0,0.029411764705882353,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0,0.0,0.0,5,26,0.029411764705882353,0.0
python,python_81,0,0,0,0,0,0,0.0,17.4,0.0,0.04395604395604396,0.0,0.4,0.4,0.0,0,0,0,0,1,0.07142857142857142,0.02197802197802198,0.04395604395604396,0.02197802197802198,0.0,0.0,0.04395604395604396,0.02197802197802198,0.0,2.4,5,19,0.04395604395604396,0.08791208791208792
python,python_82,0,0,0,0,0,0,0.0,17.0,0.0,0.0449438202247191,0.2,0.2,0.2,0.0,0,0,0,0,2,0.15384615384615385,0.011235955056179775,0.02247191011235955,0.033707865168539325,0.0,0.02247191011235955,0.02247191011235955,0.0,0.0,2.4,5,19,0.0449438202247191,0.0
python,python_86,0,0,0,0,0,0,0.0,17.0,0.0,0.037383177570093455,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,0,0,0,0,2,0.125,0.018691588785046728,0.028037383177570093,0.028037383177570093,0.0,0.018691588785046728,0.028037383177570093,0.009345794392523364,0.0,2.0,6,19,0.037383177570093455,0.037383177570093455
python,python_88,0,0,0,0,0,0,0.0,19.25,0.0,0.025,0.0,0.25,0.25,0.0,0,0,1,1,3,0.25,0.0125,0.025,0.0,0.025,0.0,0.025,0.0,0.0,3.0,4,24,0.0,0.0125
python,python_89,0,0,0,0,0,0,0.0,24.4,0.007936507936507936,0.06349206349206349,0.2,0.2,0.2,0.0,0,0,0,1,3,0.17647058823529413,0.007936507936507936,0.007936507936507936,0.015873015873015872,0.023809523809523808,0.015873015873015872,0.007936507936507936,0.0,0.0,1.6,5,53,0.007936507936507936,0.023809523809523808
python,python_90,0,0,0,0,0,0,0.0,17.0,0.0,0.056338028169014086,0.25,0.0,0.0,0.0,0,0,0,1,3,0.3333333333333333,0.0,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.028169014084507043,0.014084507042253521,0.0,0.0,2.0,4,26,0.028169014084507043,0.04225352112676056
python,python_91,0,0,0,0,0,0,0.0,19.8,0.0,0.05825242718446602,0.0,0.4,0.4,0.0,0,1,0,0,1,0.0625,0.019417475728155338,0.009708737864077669,0.019417475728155338,0.019417475728155338,0.0,0.02912621359223301,0.009708737864077669,0.0,0.0,5,26,0.02912621359223301,0.038834951456310676
python,python_94,0,0,0,0,0,0,0.0,16.5,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0,0,0,0,1,0.1,0.0,0.028985507246376812,0.028985507246376812,0.0,0.028985507246376812,0.028985507246376812,0.0,0.0,3.0,4,19,0.057971014492753624,0.0
python,python_96,0,0,0,0,0,0,0.0,18.2,0.0,0.042105263157894736,0.0,0.2,0.2,0.0,0,0,1,1,3,0.2,0.010526315789473684,0.031578947368421054,0.0,0.021052631578947368,0.021052631578947368,0.031578947368421054,0.010526315789473684,0.0,2.4,5,24,0.0,0.05263157894736842
python,python_97,0,0,0,0,0,0,0.0,26.5,0.009174311926605505,0.07339449541284404,0.25,0.0,0.0,0.0,0,0,0,0,2,0.125,0.0,0.01834862385321101,0.03669724770642202,0.01834862385321101,0.0,0.01834862385321101,0.0,0.0,3.0,4,53,0.045871559633027525,0.0
python,python_98,0,0,0,0,0,0,0.0,20.75,0.0,0.06976744186046512,0.0,0.25,0.25,0.0,0,1,0,0,1,0.07142857142857142,0.011627906976744186,0.011627906976744186,0.023255813953488372,0.023255813953488372,0.0,0.03488372093023256,0.011627906976744186,0.0,0.0,4,26,0.03488372093023256,0.046511627906976744
python,python_100,0,0,0,0,0,0,0.0,17.0,0.0,0.0449438202247191,0.2,0.2,0.2,0.0,0,0,0,1,3,0.25,0.011235955056179775,0.011235955056179775,0.011235955056179775,0.011235955056179775,0.0449438202247191,0.011235955056179775,0.0,0.0,1.6,5,26,0.0,0.033707865168539325
python,python_101,0,0,0,0,0,0,0.0,19.8,0.0,0.019417475728155338,0.2,0.2,0.2,0.0,0,0,1,1,4,0.25,0.009708737864077669,0.019417475728155338,0.009708737864077669,0.019417475728155338,0.0,0.019417475728155338,0.0,0.0,2.4,5,25,0.0,0.009708737864077669
python,python_102,0,0,0,0,0,0,0.0,18.8,0.0,0.02040816326530612,0.0,0.4,0.4,0.0,0,0,1,1,3,0.2,0.02040816326530612,0.030612244897959183,0.0,0.02040816326530612,0.0,0.030612244897959183,0.01020408163265306,0.0,2.4,5,24,0.0,0.05102040816326531
python,python_104,0,0,0,0,0,0,0.0,18.8,0.0,0.04081632653061224,0.2,0.2,0.2,0.0,0,0,0,0,2,0.14285714285714285,0.01020408163265306,0.02040816326530612,0.030612244897959183,0.0,0.0,0.02040816326530612,0.0,0.0,2.4,5,25,0.04081632653061224,0.0
python,python_108,0,0,0,0,0,0,0.0,18.4,0.0,0.08333333333333333,0.0,0.2,0.2,0.0,0,1,0,0,1,0.06666666666666667,0.010416666666666666,0.0,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.0,0.0,0.0,5,26,0.03125,0.0
python,python_111,0,0,0,0,0,0,0.0,17.25,0.0,0.05555555555555555,0.0,0.25,0.25,0.0,0,0,0,0,1,0.1,0.013888888888888888,0.027777777777777776,0.027777777777777776,0.0,0.0,0.027777777777777776,0.0,0.0,3.0,4,19,0.05555555555555555,0.0
python,python_112,0,0,0,0,0,0,0.0,18.666666666666668,0.0,0.017094017094017096,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,0,0,1,1,4,0.23529411764705882,0.017094017094017096,0.017094017094017096,0.008547008547008548,0.017094017094017096,0.017094017094017096,0.017094017094017096,0.0,0.0,2.0,6,24,0.0,0.008547008547008548
python,python_114,0,0,0,0,0,0,0.0,18.0,0.0,0.05333333333333334,0.25,0.0,0.0,0.0,0,0,0,1,3,0.3,0.0,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.05333333333333334,0.013333333333333334,0.0,0.0,2.0,4,26,0.0,0.04
python,python_115,0,0,0,0,0,0,0.0,16.4,0.0,0.06976744186046512,0.0,0.2,0.2,0.0,0,1,0,0,1,0.06666666666666667,0.011627906976744186,0.0,0.011627906976744186,0.0,0.046511627906976744,0.0,0.0,0.0,0.0,5,28,0.0,0.0
python,python_117,0,0,0,0,0,0,0.0,21.4,0.0,0.05405405405405406,0.2,0.2,0.2,0.0,0,1,0,0,2,0.11764705882352941,0.009009009009009009,0.0,0.02702702702702703,0.018018018018018018,0.0,0.018018018018018018,0.0,0.0,0.0,5,26,0.02702702702702703,0.0
python,python_122,0,0,0,0,0,0,0.0,18.0,0.0,0.05333333333333334,0.0,0.25,0.25,0.0,0,1,0,0,1,0.07692307692307693,0.013333333333333334,0.0,0.013333333333333334,0.0,0.02666666666666667,0.0,0.0,0.0,0.0,4,28,0.0,0.0
python,python_128,0,0,0,0,0,0,0.0,16.2,0.0,0.047058823529411764,0.2,0.2,0.2,0.0,0,0,0,0,2,0.16666666666666666,0.011764705882352941,0.023529411764705882,0.03529411764705882,0.0,0.0,0.023529411764705882,0.0,0.0,2.4,5,19,0.07058823529411765,0.0
python,python_129,0,0,0,0,0,0,0.0,18.0,0.0,0.05333333333333334,0.25,0.0,0.0,0.0,0,0,0,0,2,0.18181818181818182,0.0,0.02666666666666667,0.04,0.0,0.02666666666666667,0.02666666666666667,0.0,0.0,3.0,4,19,0.05333333333333334,0.0
python,python_132,0,0,0,0,0,0,0.0,15.8,0.0,0.07228915662650602,0.0,0.2,0.2,0.0,0,0,0,0,1,0.08333333333333333,0.012048192771084338,0.024096385542168676,0.024096385542168676,0.0,0.024096385542168676,0.024096385542168676,0.0,0.0,2.4,5,19,0.04819277108433735,0.0
python,python_134,0,0,0,0,0,0,0.0,16.8,0.0,0.045454545454545456,0.2,0.2,0.2,0.0,0,1,0,0,2,0.13333333333333333,0.011363636363636364,0.0,0.022727272727272728,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,5,28,0.022727272727272728,0.0
python,python_135,0,0,0,0,0,0,0.0,27.2,0.007142857142857143,0.07142857142857142,0.2,0.2,0.2,0.0,0,1,0,0,2,0.09090909090909091,0.007142857142857143,0.007142857142857143,0.02857142857142857,0.02857142857142857,0.0,0.02142857142857143,0.007142857142857143,0.0,0.0,5,53,0.02857142857142857,0.02857142857142857
python,python_136,0,0,0,0,0,0,0.0,19.0,0.0,0.04040404040404041,0.2,0.2,0.2,0.0,0,0,0,0,2,0.13333333333333333,0.010101010101010102,0.030303030303030304,0.030303030303030304,0.0,0.0,0.030303030303030304,0.010101010101010102,0.0,2.4,5,25,0.04040404040404041,0.04040404040404041
python,python_137,0,0,0,0,0,0,0.0,15.833333333333334,0.0,0.06,0.0,0.3333333333333333,0.3333333333333333,0.0,0,0,0,1,2,0.15384615384615385,0.02,0.01,0.0,0.01,0.04,0.01,0.0,0.0,1.3333333333333333,6,26,0.0,0.03
python,python_139,0,0,0,0,0,0,0.0,15.8,0.0,0.07228915662650602,0.0,0.2,0.2,0.0,0,0,0,0,1,0.08333333333333333,0.012048192771084338,0.024096385542168676,0.024096385542168676,0.0,0.024096385542168676,0.024096385542168676,0.0,0.0,2.4,5,19,0.04819277108433735,0.0
